1.378688465566471275e-02,-4.849509651612078920e-01,8.744326636172189415e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.248560856620637205e-01,-4.631076245961375237e-01,8.573045367788845184e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.481963752638504217e-01,-3.933431622149118900e-01,8.027460158350954167e-01,0.000000000000000000e+00,2.000000000000000000e+00
-6.410221355069495308e-01,-2.804089043179279761e-01,7.144658621441118962e-01,0.000000000000000000e+00,3.000000000000000000e+00
-7.901941995893695392e-01,-1.320199089499336786e-01,5.984679361303886225e-01,0.000000000000000000e+00,4.000000000000000000e+00
-8.855651314886602288e-01,4.176151920178719501e-02,4.626341680047321159e-01,0.000000000000000000e+00,5.000000000000000000e+00
-9.206271530546749071e-01,2.290768152997320894e-01,3.161794707924227010e-01,0.000000000000000000e+00,6.000000000000000000e+00
-8.929891922762999146e-01,4.171668035796611274e-01,1.689442525475485790e-01,0.000000000000000000e+00,7.000000000000000000e+00
-8.045268051952778610e-01,5.932161798557750165e-01,2.883025632214093401e-02,0.000000000000000000e+00,8.000000000000000000e+00
-6.610602415490997030e-01,7.449649236602452484e-01,-8.959140337627725936e-02,0.000000000000000000e+00,9.000000000000000000e+00
-4.728130097182108860e-01,8.625384227462192799e-01,-1.802091205451909206e-01,0.000000000000000000e+00,1.000000000000000000e+01
-2.523699575905443138e-01,9.377392735981553429e-01,-2.386513340782968062e-01,0.000000000000000000e+00,1.100000000000000000e+01
-1.472919806433273249e-02,9.654283706936304110e-01,-2.602520159080883855e-01,0.000000000000000000e+00,1.200000000000000000e+01
2.239267722562042207e-01,9.437139485880601253e-01,-2.434353793252950482e-01,0.000000000000000000e+00,1.300000000000000000e+01
4.473452504991207168e-01,8.740709296798524486e-01,-1.894260719765824552e-01,0.000000000000000000e+00,1.400000000000000000e+01
6.403186126507769416e-01,7.612465926095285385e-01,-1.024485213820426205e-01,0.000000000000000000e+00,1.500000000000000000e+01
7.899436485022236498e-01,6.131060587078243085e-01,9.486462288610782168e-03,0.000000000000000000e+00,1.600000000000000000e+01
8.855871031600153209e-01,4.392913573235574520e-01,1.508594912409519651e-01,0.000000000000000000e+00,1.700000000000000000e+01
9.209044719971130055e-01,2.518770051405779253e-01,2.974776087996066076e-01,0.000000000000000000e+00,1.800000000000000000e+01
8.935027387356579975e-01,6.363642924780082977e-02,4.445258830984625265e-01,0.000000000000000000e+00,1.900000000000000000e+01
8.052449820328776431e-01,-1.126120899756802574e-01,5.821503552366689149e-01,0.000000000000000000e+00,2.000000000000000000e+01
6.621564188680870711e-01,-2.648678772599452058e-01,7.009949247659363891e-01,0.000000000000000000e+00,2.100000000000000000e+01
4.739478610800383351e-01,-3.827632507547484297e-01,7.930105414490492555e-01,0.000000000000000000e+00,2.200000000000000000e+01
2.534497516603297917e-01,-4.582673281771351692e-01,8.519121312134878554e-01,0.000000000000000000e+00,2.300000000000000000e+01
1.567801988170005115e-02,-4.862378451050173855e-01,8.736858461027157130e-01,1.000000000000000000e+00,0.000000000000000000e+00
